label,text
"ربط البطاقة","كيف ممكن أفعل بطاقتي على التطبيق؟"
"انهاء حساب","الخدمة هون مش منيحة رح ألغي حسابي"
"تحرير التفاصيل الشخصية","ليش بقدر اعدل معلوماتي الشخصية"
"استرداد الأموال غير مرئي","متى سيأتي رد أموالي؟"
"نسيان رمز المرور","لقد نسيت رمز المرور الخاص بي."
"الدفع بالبطاقة غير معترف به","ألاحظ دفعة / شراء في شركة لا أعرفها."
"سعر الصرف","أنا مهتم بما تستند إليه أسعار الصرف الخاصة بك."
"البطاقات والعملات المدعومة","ما هي العملات المعتمدة لإضافة الأموال؟"
"نقل إلى الحساب","كيف يمكنني تعبئة الرصيد؟"
"في انتظار السحب النقدي","لماذا لم يتم مسح الإيداع الخاص بي في جهاز الصراف الآلي بعد؟"
"إلغاء التحويل","لو سمحتوا بدي الغي اخر تحويل الي لانه كان خطأ وهذه الحالة طارئة لازم ينلغى قبل ما يمر هالتحويل ويفوت الاوان."
"نقل إلى الحساب","ممكن تفرجيني كيف بحول لحسابي"
"الدفع بالبطاقة غير معترف به","اذا بكم تشوفو حل للبطاقة لانه في اشياء مدفوعة بس انا ما اشتريتها رح تتوقف البطاقة؟"
"تفعيل بطاقتي","ما هي خطوات تفعيل البطاقة حيث يبدو أنها لا تعمل؟"
"حدود البطاقة التي يمكن التخلص منها","أرني مقدار المعاملات التي يمكنني إجراؤها باستخدام بطاقة يمكن التخلص منها."
"الدفع المباشر للدين غير معروف","ما دفعت دفعة الخصم المباشر على حسابي"
"تم التحصيل مرتين","رحت على مطعم سياتل ودفعت الفاتورة بس شكلها انخصمت مرتين المرة الاولى لما دفعت فيها والتانية لما ضفت تيب على الفاتورة .ممكن أسترد الي اندفع زيادة"
"تم التحصيل مرتين","فيه عدة رسوم على معاملة وحدة"
"سعر الصرف الخاطئ للدفع بالبطاقة","اظن ان سعر الصرف على مدفوعات بطاقتي غلط"
"طلب بطاقة فعلية","هل الدفع مطلوب للحصول على بطاقة خاصة بي؟"
"فشل التعبئة","رصيدي لم ينجح."
"تلقي مبلغ خاطئ من النقد","السحب النقدي غير صحيح في أجهزة الصراف الآلي."
"لم يستلم المستلم التحويل","لماذا لم تصل بعد معاملة قمت بها لصديقي؟"
"فشل التحويل","فشل تحويلي، ساعدني!"
"في انتظار السحب النقدي","المبلغ الي أودعته من الصراف الآلي لساته معلق."
"الدفع بالبطاقة المعلق","صفقة معلقة؟"
"طلب بطاقة فعلية","وين نرسل البطاقة بالبريد ؟"
"تحقق من تعبئة الرصيد","أحاول التحقق من بطاقتي ، كيف أفعل ذلك؟"
"المستفيد غير مسموح به","وصلتني رسالة تقول أنني لا أستطيع تسمية فلان كمستفيد"
"الهاتف المفقود أو المسروق","بزبط لحدا تاني بستخدم حسابي اذا عنده اياه؟ لأني ضيعت تبعي."
"البطاقة الافتراضية لا تعمل","ليش بطاقتي الافتراضية الي تستخدم لمرة وحدة بتشتغلش؟"
"ابتلاع البطاقة","ماذا علي أن أفعل مع جهاز الصراف الآلي المتوقف؟"
"تعبئة الرصيد نقدًا أو بشيك","كيف يمكنني الشحن بشيك؟"
"لم يستلم المستلم التحويل","ليش تحويلتي بدها وقت طويل. فكرت إنه إذا بدي أحول لشخص بس بستغرق يوم واحد. ممكن تشوف شو صاير؟"
"لم يتم تحديث الرصيد بعد الشيك أو الإيداع النقدي","متى سأرى أموالي بما أنني أودعت الشيك بالفعل؟"
"إلغاء التحويل","عملت خطأ كبير، رحت حولت المصاري لحساب خطأ بالصدفة! دخلت رقم من الارقام بشكل خطأ وبدي ألغي هالتحويل هسا ضروري لو سمحت"
"ربط البطاقة","كيف اربط البطاقة الجديدة؟"
"غير قادر على التحقق من الهوية","مش سامحلي اثبت هويتي"
"تحرير التفاصيل الشخصية","انا بس تزوجت وبدي اغير اسمي على الحساب"
"رسوم الصرف","كم سأدفع مقابل صرف العملات الأجنبية"
"رفض التحويل","انرفض التحويل."
"التعبئة عن طريق البطاقة","ما طريقة تعبئة الرصيد بالبطاقة ؟"
"الدفع بالبطاقة غير معترف به","بقدر اعرف كيف وصلت المعالمة على حسابي"
"دعم العملات الورقية","هل يمكنك التحويل إلى اليورو؟"
"آبل باي أو جوجل باي","بنفع استخدام ساعة ابل للتعبئة؟"
"تفعيل بطاقتي","كيف بقدر افعل بطاقتي؟"
"حدود البطاقة التي يمكن التخلص منها","هل هناك أي قيود على البطاقات التي تستخدم لمرة واحدة والتي يجب أن أكون على علم بها؟"
"في انتظار التعبئة","اموالي لم تودع للان ، متى ستودع؟"
"التعبئة عن طريق البطاقة","هل رح يزبط انه صحابي يعبو حسابي ؟"
"المستفيد غير مسموح به","ليه ما نفع التحويل لمستفيد؟"
"تغيير رمز التعريف الشخصي","هل يمكنني تغيير رقم التعريف الشخصي الخاص بي على هاتفي؟"
"حدود البطاقة التي يمكن التخلص منها","بتقدر تحكيلي عن الشروط الي للبطاقات لي بنقدر نستخدمها مرة وحدة؟"
"تفعيل بطاقتي","عملية التنشيط لم تنجح ، الرجاء المساعدة؟"
"تحقق من هويتي","ماذا أستخدم للتحقق من هويتي؟"
"الصرف عبر التطبيق","كيف يمكنني استبدال العملات باستخدام التطبيق الخاص بك؟"
"البطاقات والعملات المدعومة","ما هي العملات التي يمكنني استخدامها لإضافة أموال إلى حسابي"
"رسوم السحب النقدي","لماذا تم محاسبتي عند سحب المال؟"
"سعر الصرف الخاطئ للدفع بالبطاقة","سعر الصرف فيه مشكلة بالنسبة للذي حصلت عليه في بلد ثانية"
"المستفيد غير مسموح به","إنه لا يسمح لي بتحويل الأموال إلى المستفيد الخاص بي."
"في انتظار التعبئة","رصيدي الذي املكه حاولت شحنه لكن النظام لم يعمل، اذا كان بامكانك اصلاحه؟"
"تم التحصيل مرتين","لدي اثنين من نفس الرسوم على حسابي!"
"ربط البطاقة","هل هناك طريقة لربط البطاقة التي حصلت عليها للتو؟"
"توقيت التحويل","لا بد لي من تحويل شيء بسرعة إلى الصين. كم من الوقت سيستغرق للوصول إلى هناك؟"
"دعم أجهزة الصراف الآلي","ما هي المواقع التي يمكنني سحب الأموال منها؟"
"تلقي مبلغ خاطئ من النقد","مبين على التطبيق إني أخدت مصاري أكتبر بكتير من الي طلبتهم. وهاد اليوم في وقت أبدر."
"تم التحصيل مرتين","من فضلك قل لي لماذا تظهر نفس المعاملة على حسابي أكثر من مرة."
"تلقي مبلغ خاطئ من النقد","اليوم سابقا قمت بسحب الأموال من جهاز الصراف الآلي. بعد التحقق من التطبيق المبلغ أعلى بكثير من المبلغ الذي تلقيته."
"لم يتم تحديث الرصيد بعد التحويل المصرفي","ليش لهلء مصاري الحوالة ما بينو في حسابي؟"
"الدفع المباشر للدين غير معروف","أحتاج إلى استرداد للخصم المباشر الذي يظهر في التطبيق لأنني لم أحققه."
"السحب النقدي غير معترف به","التطبيق بقول اني سحبت مصاري من الصراف مع اني معملتش اي معاملات."
"في انتظار التعبئة","هل هناك مشكلة في نظام التعبئة؟ لم تتم معاملتي بشكل صحيح"
"تم تحصيل رسوم الدفع بالبطاقة","دفعت بالبطاقة وكان هناك رسوم إضافية؟"
"في انتظار السحب النقدي","ليه بعده سحب الكاش عندي معلق؟"
"السحب النقدي غير معترف به","يعرض التطبيق عمليات سحب ليست لي."
"سعر صرف خاطئ للسحب النقدي","بقدر اسحب مصاري بنفس عملة بلدي خلال العطلة بدون رسوم زيادة؟"
"الحصول على بطاقة افتراضية","هل تستطيع مساعدة لمعرفة موقع بطاقتي الافتراضية"
"الحصول على بطاقة فعلية","كيف أخد الرقم السري تبع بطاقتي؟"
"حد السن","مع تقدم أطفالي في السن ، هل يمكنهم إعداد حساباتهم الخاصة؟"
"دعم العملات الورقية","ايش هي العملات الورقية المستخدمة؟"
"الحصول على بطاقة احتياطية","هل إصدار كمان بطاقات بكون بالمجان؟"
"فشل التعبئة","شكله التعبئة فشلت"
"إرجاع الدفع بالبطاقة؟","وصلتني رسالة من بياع بيقول إنه ما وصله مصاري مع إنه انا متأكد انها انخصمت من حسابي. بودع مصاري بحسابي مرة ثانية هلأ. لو سمحتوا تحلوا هاي المشكلة بسرعة."
"التعبئة عن طريق شحن البطاقة","هل توجد أي رسوم إذا كنت أرغب في إضافة أموال باستخدام بطاقة دولية؟"
"بطاقة مخترقة","أعتقد أن شخصا ما يستخدم بطاقتي دون علمي!"
"سعر صرف خاطئ للسحب النقدي","سعر الصرف المطبق غلط بالنسبة للمصاري اللي اخذتها وانا مسافر"
"حدود التعبئة","هل مبلغ التعبئة غير محدود؟"
"توقيت التحويل","كم من الوقت ستستغرق التحويلات الاوروبية؟"
"قبول البطاقة","في أي مكان يمكنني استخدام بطاقتي؟"
"تحرير التفاصيل الشخصية","أنا بحاجة لتغيير عنواني"
"في انتظار السحب النقدي","لماذا سحبي معلق؟"
"البطاقات والعملات المدعومة","هل تقبل أي بطاقة وعملة؟"
"إرجاع الدفع بالبطاقة؟","لماذا لم يتم سداد مدفوعاتي لماذا تم إلغاؤها؟"
"ربط البطاقة","اخذت بطاقتي، بس مش متصلة لسا، كيف اوصلها؟"
"لم يتم تحديث الرصيد بعد التحويل المصرفي","ما صار تحويل لمصاريي لسا"
"رفض التحويل","كيف تم رفض تحويلي؟"
"فشل التحويل","ساعدني! التحويل تبعي مش زابط!"
"بطاقة على وشك الانتهاء","تنتهي بطاقتي قريبا."
"إرجاع الدفع بالبطاقة؟","تلقيت رسالة من بائع تفيد بأنه لم يتلق أموالي على الرغم من أنها خرجت بالتأكيد من حسابي. تم الآن إيداع الأموال مرة أخرى في حسابي. يرجى حل هذا في أقرب وقت ممكن."
"تلقي مبلغ خاطئ من النقد","لقد حصلت على نقود أقل من ماكينة الصراف الآلي مما طلبت. لماذا ا؟"
"سعر الصرف","أود أن أعرف سعر الصرف الأجنبي."
"دعم أجهزة الصراف الآلي","أين يمكنني القيام بعملية سحب نقدي؟"
"تم التحصيل مرتين","مع مين بقدر أحكي عشان أحل مشكلة تكرار الرسوم ؟"
"فيزا أو ماستر كارد","هل يمكنني الاختيار بين بطاقة فيزا أو ماستركارد؟"
"في انتظار السحب النقدي","لقد حاولت أن أسحب الأموال، لكنني لم أتمكن من ذلك. لا يزال يقول أن الصفقة معلقة؟ وهل هذه الأموال تختفي ؟؟"
"الدفع بالبطاقة غير معترف به","دفع هذه البطاقة غبر معروف"
"فشل التعبئة","مش قادر اوصل للمصاري تبعاتي. هل هذا سبب بزيادة الرصيد؟ عملته بشكل صح."
"رسوم الصرف","في اي رسوم زيادة غلى صرف العملات"
"تلقي مبلغ خاطئ من النقد","حصلت على أقل مما طلبت في الصراف الآلي ، لماذا؟"
"رسوم الصرف","أحتاج إلى صرف العملات الأجنبية ، فهل سيتم محاسبتي؟"
"سعر الصرف الخاطئ للدفع بالبطاقة","اشتريت شيئا في الخارج ، وكان سعر الصرف الذي تم تطبيقه خاطئا."
"ربط البطاقة","لقد وجدت بطاقتي المفقودة. هل ما زلت قادرا على استخدامه؟"
"حدود التعبئة","هل أنا بحتاج لاستخدام حد على عمليات اعادة التعبئة؟"
"رسوم السحب النقدي","ليش بخصم لما أسحب مصاري؟"
"حدود البطاقة التي يمكن التخلص منها","ما نوع القيود الموجودة على البطاقات التي تستخدم لمرة واحدة؟"
"الهاتف المفقود أو المسروق","لا يمكنني استخدام التطبيق لأنني تعرضت للسرقة أمس وأخذوا كل شيء. احتاج لبعض المساعدة."
"ربط البطاقة","لقد وجدت بطاقتي ، كيف يمكنني استخدامها مرة أخرى؟"
"الدفع بالبطاقة غير معترف به","مرحبا، في دفعة مشبوهة في بطاقتي، ما بعرف مين كان بقدر يعملها"
"التعبئة عن طريق البطاقة","كيف ازبط بطاقتي الائتمانية عشان ارسل التحويلات ؟"
"حد السن","الولاد الصغار والمراهقين عندكم خدمات الهم؟"
"تم تحصيل رسوم الدفع بالبطاقة","ليش طلع في رسوم علي مع اني توقعت انه ما يكون في اي رسوم شو السبب؟"
"المستفيد غير مسموح به","حاولت أسوي تحويل لحساب حد تاني بس ما نفع"
"دعم العملات الورقية","ما هي أنواع العملات الائتمانية المدعومة للحيازة والتبادل؟"
"لم يتم تحديث الرصيد بعد التحويل المصرفي","وين التحويل اللي عملته لحسابي؟"
"المستفيد غير مسموح به","تم رفض التحويل تاعي لمستفيد"
"البطاقات والعملات المدعومة","ليش ما بتقبل أمريكان إكسبريس عشان أضيف مصاري على حسابي؟"
"وصول البطاقة","لقد مر أسبوعان ولم أحصل على بطاقتي ، ماذا أفعل؟"
"تعبئة تلقائية","في خيار اسمه التعبئة التلقائية؟"
"لم يتم تحديث الرصيد بعد التحويل المصرفي","ما هي المدة التي يجب أن أنتظرها حتى يظهر التحويل المصرفي الخاص بي في حسابي؟"
"رفض السحب النقدي","ذهبت إلى الصراف الآلي في نوتينغ هيل لاستخدام بطاقتي في المرة الأولى لسحب نقدي لكنها لم تنجح. هل هذا يعني أن بطاقتي لا تعمل بعد؟"
"لم يتم تحديث الرصيد بعد الشيك أو الإيداع النقدي","ليش وديعتي معلقة لهسا؟"
"تحرير التفاصيل الشخصية","بدي اغير التفاصيل تبعتي"
"إلغاء التحويل","يجب إلغاء إحدى معاملاتي."
"التعبئة عن طريق البطاقة","استخدمت بطاقتي عشان اعبي رصيدك بس ضيعت مصاريي"
"دعم العملات الورقية","كم عدد العملات التي يمكنني الحصول عليها؟"
"الدفع بالبطاقة المعلق","لماذا لا يزال الشراء الذي قمت به هذا الصباح معلقا؟"
"استرداد الأموال غير مرئي","أحتاج إلى استرداد الأموال على الفور ولكن الأموال غير متوفرة في حسابي."
"حدود التعبئة","بقدر أعبي أي مبلغ؟"
"انهاء حساب","أين أذهب لإنهاء حسابي؟"
"تقدير تسليم البطاقة","كم وقت بدها لتوصل وحدة من العناصر للولايات المتحدة؟"
"الحصول على بطاقة افتراضية","كيف بقدر اوخد بطاقتي الالكترونية"
"في انتظار التعبئة","لقد كنت أنتظر إعادة تعبئة الرصيد لأكثر من ساعة وأحتاج إلى الأموال الآن."
"الدفع بالبطاقة غير معترف به","في رسوم لاشي انا ما اشتريته"
"تحصيل رسوم التحويل","هل يمكن أن توضح سبب تحميلي رسوما إضافية مقابل التحويل الخاص بي؟"
"تعبئة تلقائية","كيف بقدر افعل التعبئة التلقائية؟"
"رسوم الصرف","راح يصير في رسوم على صرف العملات الاجنبية؟"
"رمز التعريف الشخصي محظور","ماذا علي أن أفعل إذا تجاوزت محاولاتي لرقم التعريف الشخصي؟"
"استرداد الأموال غير مرئي","رجعتإشي شريته بس مش شايفه بحسابي"
"لم يتم تحديث الرصيد بعد التحويل المصرفي","لقد أجريت تحويلا مصرفيا ولكن يبدو أنه لم يتم إجراؤه؟"
"تلقي مبلغ خاطئ من النقد","ما اخدت المبلغ الي حطيته انو بدي اياه"
"لم يستلم المستلم التحويل","كم من الوقت سيستغرق وصول التحويل الخاص بي؟"
"فيزا أو ماستر كارد","هاي المعاملة بدها فيزا وماستر كارد"
"الحصول على بطاقة افتراضية","هل يمكنك مساعدتي في الحصول على بطاقة افتراضية؟"
"التعبئة عن طريق شحن البطاقة","هل هناك رسوم لتعبئة البطاقة؟"
"تلقي مبلغ خاطئ من النقد","ليش الصراف أعطاني مصاري أقل من الي طلبتهم؟"
"غير قادر على التحقق من الهوية","أنا غير قادر على إثبات هويتي"
"تعبئة تلقائية","في حد اعلى للتعبئة التلقائية ؟"
"سعر الصرف الخاطئ للدفع بالبطاقة","سعر الصرف الي لمشترياتي بعملية أجنبية غلط."
"فيزا أو ماستر كارد","أرغب في الحصول على بطاقة فيزا اليوم."
"سعر الصرف","كيف بشتغل سعر الصرف؟"
"إرجاع الدفع بالبطاقة؟","أظن رجعت مدفوعاتي."
"فيزا أو ماستر كارد","هل تستخدم فيزا فقط أم لديك بطاقة ماستركارد أيضا؟"
"التعبئة عن طريق البطاقة","بدي احول المصاري عن طريق بطاقتي الائتمانية"
"تحقق من تعبئة الرصيد","هل هناك سبب احتاجه للتحقق من التعبئة"
"تحرير التفاصيل الشخصية","أنا بحاجة لتحديث عنواني."
"السحب النقدي غير معترف به","هل يمكن أن تخبرني ما هو هذا السحب النقدي؟"
"تحقق من هويتي","هل يمكنك إخباري بما أحتاجه للتحقق من الهوية؟"
"نقل إلى الحساب","بدي أحول مصاري لحسابي، شو أعمل؟"
"إعادة الشحن عن طريق رسوم التحويل المصرفي","أرغب في إجراء تحويل اموال الى طول اليورو، ولكن هل سيتم محاسبتي؟"
"رمز التعريف الشخصي محظور","هل ستساعدني في إلغاء قفل الرقم السري الخاص بي بعد إدخال الرمز التعريف الشخصي الخطأ عدة مرات؟"
"رسوم الصرف","بتوخد رسوم على صرف العملات؟"
"رفض التحويل","لم أتمكن من إجراء تحويل لأنه تم رفضه."
"تلقي الأموال","راتبي بنزل بالجنيه الأسترليني، شو ممكن أعمل؟"
"المستفيد غير مسموح به","ليش مش راضيين يخلوني أحول لمستفيد؟"
"سعر الصرف الخاطئ للدفع بالبطاقة","لقد تفحصت على جوجل وكان سعر الصرف الذي تستخدمه سيئا حقا. هل يمكنك تحديثه؟"
"رفض السحب النقدي","لم أتمكن من استخدام ماكينة الصراف الآلي للحصول على النقود"
"رسوم الصرف","شو رسوم الصرف الحالية؟"
"عادت تعبئة الرصيد","مصرياتي راحت!! ساعدوني؟؟"
"وصول البطاقة","بطاقتي لساتها مش هون."
"فشل التحويل","ليش بطاقتي مش راضية تكمل التحويل؟"
"إرجاع الدفع بالبطاقة؟","لليش ممكن ترجع الدفعة لحسابي؟"
"نسيان رمز المرور","لا يمكنني تذكر رمز المرور الخاص بي."
"رسوم الصرف","إذا كنت أقوم بتبادل العملات على أساس متكرر ، فهل يمكنني الحصول على خصم؟"
"رسوم الصرف","كم بدفع عشان صرف العملات المختلفة؟"
"سعر الصرف","إذا كنت بحاجة إلى صرف التحويلات الخارجية نقدا ، فكيف يتم ذلك؟"
"نسيان رمز المرور","كيف أرجع أحط رمز مرور؟"
"تم التحصيل مرتين","يظهر حسابي رسوم مضاعفة."
"الحصول على بطاقة احتياطية","ما هي تكلفة إصدار المزيد من البطاقات؟"
"تقدير تسليم البطاقة","قبل اسبوعين طلبت بطاقة ولسا ما استلمتها، وينتا أتوقع توصل؟"
"تحقق من هويتي","لشو بحتاج بالي بتعلق بالهوية؟"
"عادت تعبئة الرصيد","كان من المفترض أن يتم تعبئة الرصيد ، لكن المال قد ضاع الآن! هل هناك خلل في نظامك؟"
"تحرير التفاصيل الشخصية","أين يمكنني تغيير عنواني؟"
"التعبئة عن طريق شحن البطاقة","هل سيكون هناك أي رسوم للتعبئة؟"
"الحصول على بطاقة فعلية","أين يقع رقم التعريف الشخصي الخاص بي؟"
"في انتظار السحب النقدي","الانسحاب يعني معلق؟"
"البطاقة المفقودة أو المسروقة","أحتاج إلى طلب بطاقة جديدة لأن بطاقتي الأخرى سرقت."
"الحصول على بطاقة افتراضية","لم أحصل على بطاقتي الافتراضية حتى الآن ، لماذا؟"
"دعم البلد","وين بصير دعم للبطاقات تبعتك؟"
"سعر الصرف الخاطئ للدفع بالبطاقة","في شي مش صح برسوم الصرف تاعتي."
"استرداد الأموال غير مرئي","متى سأتمكن من رؤية المبلغ المسترد"
"تقدير تسليم البطاقة","ضروري استلم بطاقتي بسرعة"
"دعم أجهزة الصراف الآلي","هل ممكن جهاز صراف آلي يرفض بطاقتي؟"
"الدفع بالبطاقة غير معترف به","في دفعات ما عملتها"
"تلقي مبلغ خاطئ من النقد","يوجد كسر في اجهزه الصراف الالي طلبت 30 جنيه لكنه لم يعطني كما هو،هليمكنكتتبعالمشكلة؟"
"رفض التحويل","في سبب انو تحويلي عم ينرفض؟"
"في انتظار التعبئة","أيمكنك إخباري ما هو الخطأ؟ طوال الوقت وأنا أقوم بتعبئة رصيدك لكن هذه المرة كان معلقا. ماذا يحدث؟"
"رمز التعريف الشخصي محظور","بدي الغي الحظر عن رقم التعريف الشخصي تبعي بتقدر تساعدني"
"تلقي مبلغ خاطئ من النقد","حصلت على نقود أقل مما طلبت."
"انهاء حساب","أنا مش راضي عن خدمتكم وبدي تسكرولي حسابي"
"رفض السحب النقدي","ليش بتقبلش ماكينة الصراف الآلي بطاقتي ؟ في معي مصاري بحسابي . شو المشكلة ؟"
"رفض التحويل","حاولت شراء شيء ما عبر الإنترنت أمس لكنه ظل يقول رفض. حاولت مرة أخرى اليوم ولكن نفس الشيء حدث. ماذا دهاه؟"
"تلقي مبلغ خاطئ من النقد","ليش باخد مصاري أقل من الي طلبتهم من الصراف؟"
"لم يستلم المستلم التحويل","لماذا تستغرق تحويلتي وقتا طويلا. اعتقدت أنه كان من المفترض أن يستغرق الأمر يوما واحدا فقط إذا قمت بالتحويل إلى شخص ما. هل يمكنك أن ترى ما الخطأ الذي حدث؟"
"السحب النقدي غير معترف به","النجدة! لقد أدركت للتو أن شخصا ما قام، على ما يبدو، بسحب الأموال باستخدام بطاقتي من بلدة نائية غريبة لم أزرها بالتأكيد. يرجى تجميد البطاقة على الفور!"
"فشل التعبئة","مرحبا، بواجه مشكلة لما احاول اعبي بطاقتي. ما صارت معي من قبل ممكن تساعدني لو سمحت؟"
"لم يتم تحديث الرصيد بعد التحويل المصرفي","لسا بستنى النقل اللي سويته"
"إلغاء التحويل","بدأت أمس بغباء دفع إيجار من حساب خاطئ. لا يمكن دفعها من هذا الحساب ، لكنها تحتاج حقا إلى الدفع في الوقت المحدد. هل يمكنني نقل الدفعة إلى الحساب الصحيح؟"
"وصول البطاقة","وين رقم تتبع البطاقة ؟"
"وصول البطاقة","في رقم تتبع مع البطاقة الي بعتتها؟"
"تلقي مبلغ خاطئ من النقد","لم أستطع الحصول على النقود التي أردتها"
"غير قادر على التحقق من الهوية","ايش اعمل لو ما قدرت اثبت هويتي؟"
"انهاء حساب","أريد تعطيل حسابي"
"عادت تعبئة الرصيد","أعتقد أن التعبئة الخاصة بي قد تم عكسها."
"دعم البلد","شو الدول اللي في الك مكاتب فيها؟"
"تم رفض الدفع بالبطاقة","ليش الدفع ببطاقتي ما انقبل؟"
"الحصول على بطاقة احتياطية","كيف أطلب كمان بطاقات فعلية؟"
"تم رفض الدفع بالبطاقة","ليش رفضتوا بطاقتي مع انه عندي رصيد بحسابي؟"
"سعر صرف خاطئ للسحب النقدي","من وقتيش صار سعر الصرف تبعي غلط بخصوص سحب المصاري تاعوني"
"المستفيد غير مسموح به","كنت احاول اعمل تحويل وطلعتلي رسالة انه في خلل وما بقدر اعمل التحويل. هاد الاشي ما صار من قبل. ايش صار؟"
"انهاء حساب","كيف بدي أنهي حسابي ؟"
"دعم العملات الورقية","شو العملات المسطحة المدعومة للاحتفاط والتبديل ؟"
"توقيت التحويل","أنا أنتظر التحويل الخاص بي، ألا يجب أن يكون قد وصل؟"
"تعبئة تلقائية","كيف اعرف متى بقدر استخدم التعبئة التقائية؟"
"لم يتم تحديث الرصيد بعد الشيك أو الإيداع النقدي","لدي إيداع نقدي في حسابي ولكنه يواجه مشكلة."
"الدفع المباشر للدين غير معروف","في خصم على تحويلة انا بشك انو مش لازم تكون"
